id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
2022-canh-dieu-giao-duc-the-chat-10-da-cau,Giáo dục thể chất 10 - Đá cầu,10,Giáo dục thể chất,Đá cầu,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-giao-duc-the-chat-10-da-cau-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-10-da-cau_Xvk6hUHDv6_21c79f479d94973b70f5f1855e4f6b30.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-chan-troi-ngu-van-10-tap-1,Ngữ văn 10,10,Ngữ văn,Tập 1,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-ngu-van-10-tap-1-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Ngu-Van-10-Tap-1-SGK-Chan-troi-sang-tao-scaled.jpg,https://sobee.vn/san-pham/ngu-van-10-tap-1-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-ngu-van-10-tap-2,Ngữ văn 10,10,Ngữ văn,Tập 2,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-ngu-van-10-tap-2-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Ngu-Van-10-Tap-2-SGK-Chan-troi-sang-tao-scaled.jpg,https://sobee.vn/san-pham/ngu-van-10-tap-2-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-vat-li-10,Vật lí 10,10,Vật lí,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-vat-li-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Vat-Li-10-SGK-Chan-troi-sang-tao.jpg,https://sobee.vn/san-pham/vat-li-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-hoa-hoc-10,Hóa học 10,10,Hóa học,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-hoa-hoc-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Hoa-Hoc-10-SGK-Chan-troi-sang-tao.jpg,https://sobee.vn/san-pham/hoa-hoc-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-sinh-hoc-10,Sinh học 10,10,Sinh học,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-sinh-hoc-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Sinh-Hoc-10-SGK-Chan-troi-sang-tao-scaled.jpg,https://sobee.vn/san-pham/sinh-hoc-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-lich-su-10,Lịch sử 10,10,Lịch sử,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-lich-su-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Lich-Su-10-SGK-Chan-troi-sang-tao.jpg,https://sobee.vn/san-pham/lich-su-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-dia-li-10,Địa lí 10,10,Địa lí,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-dia-li-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Dia-Li-10-SGK-Chan-troi-sang-tao.jpg,https://sobee.vn/san-pham/dia-li-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-gd-kinh-te-phap-luat-10,Giáo dục kinh tế và pháp luật 10,10,Giáo dục kinh tế và pháp luật,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-gd-kinh-te-phap-luat-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Giao-Duc-Kinh-Te-Va-Phap-Luat-10-SGK-Chan-troi-sang-tao.jpg,https://sobee.vn/san-pham/giao-duc-kinh-te-va-phap-luat-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-am-nhac-10,Âm nhạc 10,10,Âm nhạc,single volume,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-am-nhac-10-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Am-Nhac-10-SGK-Chan-troi-sang-tao-scaled.jpg,https://sobee.vn/san-pham/am-nhac-10-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2022-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-10-ban-1,"Hoạt động trải nghiệm, hướng nghiệp 10",10,"Hoạt động trải nghiệm, hướng nghiệp",Bản 1,2018 GDPT / 2022 Grade 10 curriculum,Chân trời sáng tạo,2022+,curriculum-era,images/2022-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-10-ban-1-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2022/06/Hoat-Dong-Trai-Nghiem-Huong-Nghiep-10-Ban-1-SGK-Chan-troi-sang-tao-scaled.jpg,https://sobee.vn/san-pham/hoat-dong-trai-nghiem-huong-nghiep-10-ban-1-sgk-chan-troi-sang-tao-2/,Sobee,Product image on Sobee page for Grade 10 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-canh-dieu-tieng-anh-11-explore-english,Tiếng Anh 11 Explore English,11,Tiếng Anh,single volume,2018 GDPT / 2023 Grade 11 curriculum,Cánh Diều,2023+,curriculum-era,images/2023-canh-dieu-tieng-anh-11-explore-english-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/tieng-anh-11-explore-english_TKBaGAdpU2_da3d86e57509b8f6d70b12294a36eade.png,https://sachgiaokhoa.online/lop-11-14/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 11 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2023-chan-troi-toan-11-tap-1,Toán 11,11,Toán,Tập 1,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-toan-11-tap-1-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Toan-11-tap-mot-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/toan-11-tap-1-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-toan-11-tap-2,Toán 11,11,Toán,Tập 2,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-toan-11-tap-2-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Toan-11-tap-hai-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/toan-11-tap-2-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-ngu-van-11-tap-1,Ngữ văn 11,11,Ngữ văn,Tập 1,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-ngu-van-11-tap-1-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Ngu-van-11-tap-mot-Chan-troi-sang-tao-1.png,https://sobee.vn/san-pham/ngu-van-11-tap-1-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-ngu-van-11-tap-2,Ngữ văn 11,11,Ngữ văn,Tập 2,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-ngu-van-11-tap-2-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Ngu-van-11-tap-hai-Chan-troi-sang-tao-1.png,https://sobee.vn/san-pham/ngu-van-11-tap-2-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-am-nhac-11,Âm nhạc 11,11,Âm nhạc,single volume,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-am-nhac-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Am-nhac-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/am-nha%cc%a3c-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-dia-li-11,Địa lí 11,11,Địa lí,single volume,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-dia-li-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Dia-li-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/di%cc%a3a-li-11-chan-troi-sang-ta%cc%a3o/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-gd-kinh-te-phap-luat-11,Giáo dục kinh tế và pháp luật 11,11,Giáo dục kinh tế và pháp luật,single volume,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-gd-kinh-te-phap-luat-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Giao-duc-kinh-te-va-phap-luat-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/giao-duc-kinh-te-va-phap-luat-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-11-ban-1,"Hoạt động trải nghiệm, hướng nghiệp 11",11,"Hoạt động trải nghiệm, hướng nghiệp",Bản 1,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-11-ban-1-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Hoat-dong-trai-nghiem-huong-nghiep-11-Ban-1-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/hoat-dong-trai-nghiem-huong-nghiep-11-ba%cc%89n-1-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-11-ban-2,"Hoạt động trải nghiệm, hướng nghiệp 11",11,"Hoạt động trải nghiệm, hướng nghiệp",Bản 2,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-11-ban-2-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Hoat-dong-trai-nghiem-huong-nghiep-11-Ban-2-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/hoat-dong-trai-nghiem-huong-nghiep-11-ba%cc%89n-2-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-lich-su-11,Lịch sử 11,11,Lịch sử,single volume,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-lich-su-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2023/07/Lich-su-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/li%cc%a3ch-su%cc%89-11-chan-troi-sang-ta%cc%a3o/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo student book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-am-nhac-11,Chuyên đề học tập Âm nhạc 11,11,Âm nhạc,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-am-nhac-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Am-nhac-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-am-nhac-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-dia-li-11,Chuyên đề học tập Địa lí 11,11,Địa lí,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-dia-li-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Dia-li-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-dia-li-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-gd-kinh-te-phap-luat-11,Chuyên đề học tập Giáo dục kinh tế và pháp luật 11,11,Giáo dục kinh tế và pháp luật,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-gd-kinh-te-phap-luat-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Giao-duc-kinh-te-va-phap-luat-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-giao-duc-kinh-te-va-phap-luat-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-hoa-hoc-11,Chuyên đề học tập Hóa học 11,11,Hóa học,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-hoa-hoc-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Hoa-hoc-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-hoa-hoc-lop-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-lich-su-11,Chuyên đề học tập Lịch sử 11,11,Lịch sử,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-lich-su-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Lich-su-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-lich-su-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-ngu-van-11,Chuyên đề học tập Ngữ văn 11,11,Ngữ văn,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-ngu-van-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Ngu-van-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-ngu-van-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-sinh-hoc-11,Chuyên đề học tập Sinh học 11,11,Sinh học,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-sinh-hoc-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Sinh-hoc-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-sinh-hoc-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-toan-11,Chuyên đề học tập Toán 11,11,Toán,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-toan-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Toan-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-toan-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2023-chan-troi-chuyen-de-vat-li-11,Chuyên đề học tập Vật lí 11,11,Vật lí,Chuyên đề học tập,2018 GDPT / 2023 Grade 11 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-chuyen-de-vat-li-11-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Chuyen-de-hoc-tap-Vat-li-11-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/chuyen-de-hoc-tap-vat-li-11-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 11 Chân trời sáng tạo chuyên đề học tập book.,Use as research reference; clear reuse rights not established.
2024-chan-troi-toan-12-tap-1,Toán 12,12,Toán,Tập 1,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-toan-12-tap-1-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Toan-12-tap-mot-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/toan-12-tap-mot-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 12 Chân trời sáng tạo book.,Use as research reference; clear reuse rights not established.
2024-chan-troi-toan-12-tap-2,Toán 12,12,Toán,Tập 2,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-toan-12-tap-2-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Toan-12-tap-hai-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/toan-12-tap-hai-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 12 Chân trời sáng tạo book.,Use as research reference; clear reuse rights not established.
2024-chan-troi-ngu-van-12-tap-1,Ngữ văn 12,12,Ngữ văn,Tập 1,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-ngu-van-12-tap-1-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Ngu-van-12-tap-mot-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/ngu-van-12-tap-mot-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 12 Chân trời sáng tạo book.,Use as research reference; clear reuse rights not established.
2024-chan-troi-ngu-van-12-tap-2,Ngữ văn 12,12,Ngữ văn,Tập 2,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-ngu-van-12-tap-2-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Ngu-van-12-tap-hai-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/ngu-van-12-tap-hai-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 12 Chân trời sáng tạo book.,Use as research reference; clear reuse rights not established.
2024-chan-troi-tin-hoc-12-ung-dung,Tin học 12 - Định hướng tin học ứng dụng,12,Tin học,Định hướng tin học ứng dụng,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-tin-hoc-12-ung-dung-sobee.png,https://sobee.vn/site/wp-content/uploads/2024/04/Tin-hoc-12-Dinh-huong-tin-hoc-ung-dung-Chan-troi-sang-tao.png,https://sobee.vn/san-pham/tin-hoc-12-dinh-huong-tin-hoc-ung-dung-chan-troi-sang-tao/,Sobee,Product image on Sobee page for Grade 12 Chân trời sáng tạo book.,Use as research reference; clear reuse rights not established.
